ID,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST
1012710.2020.5.19,11.4,16.1,13.7,0,40
1012710.2020.5.20,11,16,13.5,0,47
1012710.2020.5.21,9.2,13.5,11.3,0,50
1012710.2020.5.22,10.3,14.4,12.3,0,48
1012710.2020.5.23,9.8,14.6,12.2,0,33
1012710.2020.5.24,10.3,14,12.1,0,
1012710.2020.5.25,10.5,15.5,13,6.4,36
1012710.2020.5.26,11,14,12.5,0,
1012710.2020.5.27,9.4,21,15.2,0,
1012710.2020.5.28,11.8,24.5,18.1,0,
1012710.2020.5.29,11.9,21,16.4,0,
1012710.2020.5.30,11.4,15.7,13.5,1.4,52
1012710.2020.5.31,10.9,15.7,13.3,0,54
1012710.2020.6.1,9,15.9,12.4,0,31
1012710.2020.6.2,9.8,12.8,11.3,0.8,
1012710.2020.6.3,8.5,15.4,12,0,32
1012710.2020.6.4,10.6,15.2,12.9,0,39
1012710.2020.6.5,10.2,17.8,14,0,41
1012710.2020.6.6,11.7,14.4,13,0,37
1012710.2020.6.7,10.8,16,13.4,0,56
1012710.2020.6.8,10.8,15.2,13,0,46
1012710.2020.6.9,10.5,16.1,13.3,11.6,
1012710.2020.6.10,11,18.2,14.6,0,
1012710.2020.6.11,11.2,17.3,14.3,0,33
1012710.2020.6.12,11.3,16.3,13.8,4.6,39
1012710.2020.6.13,10.6,15.3,12.9,0.2,44
1012710.2020.6.14,11,16,13.5,0,39
1012710.2020.6.15,11.4,15.5,13.4,2.6,39
1012710.2020.6.16,10.3,17.2,13.8,2.2,
1012710.2020.6.17,11.2,19.5,15.4,0,37
1012710.2020.6.18,11.4,19.7,15.6,0,
1012710.2020.6.19,11.3,20.7,16,0,
1012710.2020.6.20,11.7,18.7,15.2,1,40
1012710.2020.6.21,13,17.6,15.3,0,40
1012710.2020.6.22,10.9,19.9,15.4,0,
1012710.2020.6.23,12,20.5,16.2,0,36
1012710.2020.6.24,12.3,21.7,17,0,42
1012710.2020.6.25,11.8,17.4,14.6,0,31
1012710.2020.6.26,13.2,21.7,17.5,0,46
1012710.2020.6.27,12.3,15.7,14,0,59
1012710.2020.6.28,11.7,21.3,16.5,1,31
1012710.2020.6.29,9.8,20.4,15.1,0,61
1012710.2020.6.30,12.4,17.2,14.8,0,56
1012710.2020.7.1,11.6,16.2,13.9,0,46
1012710.2020.7.2,12,15.5,13.8,0,45
1012710.2020.7.3,11.1,14.4,12.8,4.4,
1012710.2020.7.4,11,17.8,14.4,0,
1012710.2020.7.5,11.1,18.8,14.9,0,
1012710.2020.7.6,12.7,18.4,15.5,0,39
1012710.2020.7.7,12.3,18.7,15.5,0,36
1012710.2020.7.8,11.6,17.5,14.5,0.2,34
1012710.2020.7.9,11.4,19.5,15.4,3.2,39
1012710.2020.7.10,11.4,18.8,15.1,0,32
1012710.2020.7.11,12,17.5,14.8,0.6,
1012710.2020.7.12,12.2,18.4,15.3,0,44
1012710.2020.7.13,11.3,17.5,14.4,0,
1012710.2020.7.14,11.7,23.6,17.6,0,
1012710.2020.7.15,13.2,19.5,16.4,0,32
1012710.2020.7.16,14.8,21.7,18.3,0,48
1012710.2020.7.17,14,19.2,16.6,0,40
1012710.2020.7.18,12.5,22.9,17.7,0,
1012710.2020.7.19,12.2,19.6,15.9,0,
1012710.2020.7.20,12.5,23,17.7,0,
1012710.2020.7.21,13.3,24.9,19.1,0,48
1012710.2020.7.22,14.4,20.4,17.4,0,37
1012710.2020.7.23,14,18.7,16.3,0,50
1012710.2020.7.24,13.3,18.4,15.9,0,44
1012710.2020.7.25,12,17.3,14.7,0,
1012710.2020.7.26,11.8,25.7,18.7,0,
1012710.2020.7.27,13.4,28.2,20.8,0,33
1012710.2020.7.28,14.3,23.3,18.8,0,37
1012710.2020.7.29,12.4,19.5,16,0,
1012710.2020.7.30,12.3,23,17.7,0,
1012710.2020.7.31,15.3,24.5,19.9,0,39
1012710.2020.8.1,12.6,22.2,17.4,0,31
1012710.2020.8.2,11.6,22,16.8,0,39
1012710.2020.8.3,13.1,22.1,17.6,2.2,38
1012710.2020.8.4,12.8,20.6,16.7,0.2,
1012710.2020.8.5,13.9,22.1,18,0,48
1012710.2020.8.6,12.6,18.5,15.6,6.2,59
1012710.2020.8.7,12.1,16.3,14.2,1.6,33
1012710.2020.8.8,12.4,19.6,16,0.2,
1012710.2020.8.9,11.7,19,15.3,0,
1012710.2020.8.10,12,17.5,14.7,0,
1012710.2020.8.11,12,19.6,15.8,0,45
1012710.2020.8.12,13.2,17.5,15.4,0,41
1012710.2020.8.13,9.5,20.4,14.9,0,36
1012710.2020.8.14,11.2,19.5,15.4,0,
1012710.2020.8.15,13.4,26.9,20.1,0,
1012710.2020.8.16,14.9,26.8,20.9,0,
1012710.2020.8.17,15.8,23.9,19.9,0,
1012710.2020.8.18,14,21.7,17.8,0,43
1012710.2020.8.19,12.6,19.3,16,0,
1012710.2020.8.20,12.7,20.5,16.6,3.8,
1012710.2020.8.21,11.5,20.3,15.9,5.4,39
1012710.2020.8.22,12.2,17.9,15.1,0,
1012710.2020.8.23,11.2,17.4,14.3,0,
1012710.2020.8.24,12.4,16.9,14.7,0.2,
1012710.2020.8.25,11.5,21.4,16.5,0,
1012710.2020.8.26,11.7,18.1,14.9,0,
1012710.2020.8.27,11.3,16.2,13.7,0,
1012710.2020.8.28,11.5,23.4,17.4,0,33
1012710.2020.8.29,12.2,18.1,15.2,0,
1012710.2020.8.30,10.1,14.6,12.3,1.2,
1012710.2020.8.31,11.2,15.1,13.2,0,
1012710.2020.9.1,11.2,16.7,14,0.2,
1012710.2020.9.2,13.2,21.2,17.2,0,
1012710.2020.9.3,11.9,19.3,15.6,0,
1012710.2020.9.4,13.7,20.8,17.3,0,
1012710.2020.9.5,13,18.5,15.7,0,
1012710.2020.9.6,11.5,17.8,14.7,0,
1012710.2020.9.7,11.7,25.4,18.6,0,59
1012710.2020.9.8,14.3,25.1,19.7,0,
1012710.2020.9.9,12.1,25.6,18.9,0,
1012710.2020.9.10,13.3,22.1,17.7,0,
1012710.2020.9.11,13,19,16,0,31
1012710.2020.9.12,11.5,15.3,13.4,0,
1012710.2020.9.13,10.9,14,12.4,0,
1012710.2020.9.14,11.6,17.9,14.8,3,
1012710.2020.9.15,12.8,16.3,14.5,2.6,
1012710.2020.9.16,12,16.8,14.4,0.2,
1012710.2020.9.17,11.7,16.3,14,0,
1012710.2020.9.18,10.8,17.4,14.1,0.8,
1012710.2020.9.19,14.7,18.6,16.6,0,36
1012710.2020.9.20,10.7,16.5,13.6,0,
1012710.2020.9.21,9.9,15.9,12.9,2,
1012710.2020.9.22,10.8,16.4,13.6,0.2,
1012710.2020.9.23,11.8,15.8,13.8,19.8,49
1012710.2020.9.24,11.3,16,13.7,11.4,39
1012710.2020.9.25,11.4,16.5,13.9,17.2,61
1012710.2020.9.26,10.5,13.6,12.1,9.4,
1012710.2020.9.27,9.5,14.9,12.2,0,
1012710.2020.9.28,10.1,19.4,14.7,0,
1012710.2020.9.29,10.5,23,16.7,0,31
1012710.2020.9.30,11.4,18.8,15.1,0,
1012710.2020.10.1,10.8,16.1,13.4,0,
1012710.2020.10.2,11.4,16.5,13.9,0.2,
1012710.2020.10.3,10.2,15.6,12.9,0.2,
1012710.2020.10.4,10.3,17.7,14,0,
1012710.2020.10.5,10.2,13.2,11.7,0.2,
1012710.2020.10.6,9.9,14.1,12,0,
1012710.2020.10.7,10.7,12.6,11.7,0.2,
1012710.2020.10.8,10.3,18.3,14.3,0.2,37
1012710.2020.10.9,11,14.7,12.9,11.8,
1012710.2020.10.10,10.9,14.2,12.5,10.4,52
1012710.2020.10.11,9.9,14.3,12.1,20.6,46
1012710.2020.10.12,10.7,14.6,12.7,0.2,49
1012710.2020.10.13,9.3,14.6,12,23.4,75
1012710.2020.10.14,10.2,14.5,12.4,0,51
1012710.2020.10.15,6.2,11,8.6,0,
1012710.2020.10.16,10,16.4,13.2,0.8,59
1012710.2020.10.17,10.4,13.1,11.8,0,36
1012710.2020.10.18,8.8,14.5,11.6,14.8,36
1012710.2020.10.19,10.6,13.4,12,0,49
1012710.2020.10.20,6,14.1,10.1,0,33
1012710.2020.10.21,5.4,10.9,8.1,0,
1012710.2020.10.22,4.3,11,7.6,0,
1012710.2020.10.23,5.1,7.6,6.3,4.6,39
1012710.2020.10.24,4.1,7.7,5.9,0,59
1012710.2020.10.25,2.5,6.3,4.4,0,49
1012710.2020.10.26,2.6,7.3,5,0.4,
1012710.2020.10.27,5.3,12,8.6,0,32
1012710.2020.10.28,9.6,12.3,11,0.6,32
1012710.2020.10.29,10,12.1,11.1,0,
1012710.2020.10.30,7.6,12.2,9.9,7.6,69
1012710.2020.10.31,4.2,11.9,8,0,
1012710.2020.11.1,5.8,13.4,9.6,0,
1012710.2020.11.2,3.7,8.2,6,0,
1012710.2020.11.3,4.9,11.9,8.4,18.2,
1012710.2020.11.4,9.8,16.1,12.9,9.6,68
1012710.2020.11.5,8.4,15.6,12,7.4,59
1012710.2020.11.6,4,10.5,7.3,0,41
1012710.2020.11.7,2,8.8,5.4,0,38
1012710.2020.11.8,2.1,8.4,5.3,0,43
1012710.2020.11.9,1.7,7.5,4.6,0.6,
1012710.2020.11.10,2.9,7.1,5,1.4,
1012710.2020.11.11,3.6,6.8,5.2,0,
1012710.2020.11.12,5.8,8.2,7,14.4,
1012710.2020.11.13,6.3,9.7,8,14,73
1012710.2020.11.14,5.8,8.4,7.1,0.8,43
1012710.2020.11.15,5.5,10.6,8.1,4.6,59
1012710.2020.11.16,5.7,7.8,6.8,15,39
1012710.2020.11.17,7.4,12.2,9.8,11.2,46
1012710.2020.11.18,6.4,9.6,8,3.2,37
1012710.2020.11.19,4.7,9.1,6.9,2,36
1012710.2020.11.20,4.3,9.9,7.1,1.6,
1012710.2020.11.21,2.4,8.4,5.4,0,
1012710.2020.11.22,4,6.7,5.4,1.2,
1012710.2020.11.23,5,8.8,6.9,5.8,
1012710.2020.11.24,5.7,9,7.4,4.6,40
1012710.2020.11.25,4.8,8.7,6.7,0.8,
1012710.2020.11.26,4.8,8.5,6.6,0.2,
1012710.2020.11.27,5.2,9.3,7.2,4.2,37
1012710.2020.11.28,4.5,10,7.2,0,
1012710.2020.11.29,4.2,7.9,6,0,
1012710.2020.11.30,6.2,9.9,8,9.8,80
1012710.2020.12.1,2.2,7.6,4.9,0,
1012710.2020.12.2,4.9,9.6,7.3,0,39
1012710.2020.12.3,4.4,8.1,6.3,0,
1012710.2020.12.4,3.3,11.3,7.3,0,
1012710.2020.12.5,4.7,11.2,7.9,0.2,
1012710.2020.12.6,6.3,10.8,8.6,0,
1012710.2020.12.7,8.1,9.1,8.6,2,
1012710.2020.12.8,8.6,9.7,9.2,18.4,
1012710.2020.12.9,4,9.8,6.9,0,39
1012710.2020.12.10,4,6.9,5.5,0.2,
1012710.2020.12.11,3.1,8.1,5.6,1.2,
1012710.2020.12.12,3.8,6.1,4.9,0,32
1012710.2020.12.13,4.6,7.1,5.9,7.2,36
1012710.2020.12.14,5.8,9.8,7.8,1.6,
1012710.2020.12.15,6.3,10,8.1,4.2,41
1012710.2020.12.16,7.6,9.4,8.5,5.6,50
1012710.2020.12.17,6.5,9.5,8,4.8,52
1012710.2020.12.18,6.4,9.5,8,12,43
1012710.2020.12.19,7.2,9.3,8.3,16.4,49
1012710.2020.12.20,6.1,12.8,9.5,0.2,77
1012710.2020.12.21,1.5,7,4.2,45,37
1012710.2020.12.22,0.2,6.7,3.4,,
1012710.2020.12.23,1,5.1,3,0,
1012710.2020.12.24,0.2,4.8,2.5,,
1012710.2020.12.25,3.9,7.3,5.6,2.6,31
1012710.2020.12.26,4.8,9.2,7,3.6,41
1012710.2020.12.27,5.9,7.6,6.7,1.2,
1012710.2020.12.28,2.2,7.2,4.7,0,
1012710.2020.12.29,1.7,6.3,4,6.2,
1012710.2020.12.30,,,,,
1012710.2020.12.31,6.6,8,7.3,8.2,
1012710.2021.1.1,7,10.7,8.8,6,44
1012710.2021.1.2,7.2,9.1,8.1,40.2,33
1012710.2021.1.3,5.6,10.4,8,2.6,32
1012710.2021.1.4,6,8.9,7.4,10.2,40
1012710.2021.1.5,2.6,9.3,6,12,40
1012710.2021.1.6,4.4,9.1,6.8,3.2,
1012710.2021.1.7,3.4,8.9,6.2,0,33
1012710.2021.1.8,2.7,10.5,6.6,2.4,35
1012710.2021.1.9,1.9,7.4,4.6,0,
1012710.2021.1.10,5.7,8.7,7.2,1.2,
1012710.2021.1.11,6.4,9.3,7.8,19.2,41
1012710.2021.1.12,8.5,10.6,9.5,21.8,38
1012710.2021.1.13,4.9,10.8,7.8,13.6,87
1012710.2021.1.14,4,8.8,6.4,0,32
1012710.2021.1.15,4.5,13.4,8.9,0,34
1012710.2021.1.16,3,8.3,5.7,0.2,
1012710.2021.1.17,4.8,10.4,7.6,2.2,
1012710.2021.1.18,2.3,8.1,5.2,0.2,
1012710.2021.1.19,2.9,8,5.4,0,
1012710.2021.1.20,5.1,7.4,6.2,0,
1012710.2021.1.21,5.5,7.9,6.7,0,
1012710.2021.1.22,1.3,7.3,4.3,0,
1012710.2021.1.23,-0.1,5.1,2.5,,
1012710.2021.1.24,3.6,6.1,4.9,7.4,
1012710.2021.1.25,2,6.9,4.4,0.4,
1012710.2021.1.26,2.1,6.7,4.4,0,39
1012710.2021.1.27,3.7,6.2,5,0,32
1012710.2021.1.28,4.2,5.5,4.9,1.2,
1012710.2021.1.29,2.3,7.1,4.7,0,
1012710.2021.1.30,5.3,8.2,6.8,0,
1012710.2021.1.31,5.7,8.3,7,7.4,35
1012710.2021.2.1,6.2,8.1,7.1,15.4,
1012710.2021.2.2,5.1,7.8,6.4,3.8,39
1012710.2021.2.3,4.7,8.7,6.7,0,
1012710.2021.2.4,6.2,9.2,7.7,0.6,70
1012710.2021.2.5,7.6,10.8,9.2,0.4,68
1012710.2021.2.6,6.7,9.3,8,1,63
1012710.2021.2.7,3.3,8.3,5.8,0,54
1012710.2021.2.8,2,5.8,3.9,0,
1012710.2021.2.9,-0.6,2.9,1.2,,32
1012710.2021.2.10,-1.4,2.6,0.6,,39
1012710.2021.2.11,-3,-0.5,-1.8,,75
1012710.2021.2.12,-2.9,0.2,-1.4,,64
1012710.2021.2.13,-2.6,1,-0.8,,45
1012710.2021.2.14,0,2.4,1.2,,
1012710.2021.2.15,1.4,4.7,3,3,
1012710.2021.2.16,1.3,8.6,4.9,0,54
1012710.2021.2.17,0.1,7.6,3.8,,
1012710.2021.2.18,2.5,7.1,4.8,0,
1012710.2021.2.19,3.5,7.9,5.7,1.6,39
1012710.2021.2.20,3.4,7.2,5.3,0.6,34
1012710.2021.2.21,5.5,11.2,8.4,20,52
1012710.2021.2.22,5.5,10.7,8.1,7,65
1012710.2021.2.23,2.5,7.7,5.1,1,54
1012710.2021.2.24,-0.6,6.5,3,,
1012710.2021.2.25,2,7.2,4.6,9.2,63
1012710.2021.2.26,4.7,8.7,6.7,2,67
1012710.2021.2.27,0.3,7.3,3.8,0.4,
1012710.2021.2.28,5.3,9.1,7.2,0.2,
1012710.2021.3.1,2.8,11.1,6.9,0,36
1012710.2021.3.2,1.6,8.8,5.2,0,31
1012710.2021.3.3,3.8,7.9,5.9,0,
1012710.2021.3.4,2.5,9.5,6,0,
1012710.2021.3.5,6.8,11.2,9,0.2,59
1012710.2021.3.6,3.7,10.1,6.9,0,35
1012710.2021.3.7,3.4,7.6,5.5,0.6,46
1012710.2021.3.8,3.9,11,7.5,0,
1012710.2021.3.9,4.4,10.2,7.3,0,
1012710.2021.3.10,1.3,8.8,5.1,6.2,
1012710.2021.3.11,1.4,9.2,5.3,0,
1012710.2021.3.12,2.2,8.3,5.2,0,
1012710.2021.3.13,2.9,8.7,5.8,0,
1012710.2021.3.14,5.1,8.7,6.9,0.2,50
1012710.2021.3.15,2.2,7,4.6,0,
1012710.2021.3.16,0.6,7.8,4.2,0,
1012710.2021.3.17,2.2,9.2,5.7,0,
1012710.2021.3.18,4.4,12,8.2,0,
1012710.2021.3.19,6.1,11.6,8.9,1,
1012710.2021.3.20,6.3,9.8,8,0.4,52
1012710.2021.3.21,5.2,7.7,6.4,7.8,36
1012710.2021.3.22,4.7,10,7.4,2.8,43
1012710.2021.3.23,1.8,10.7,6.2,0,34
1012710.2021.3.24,5.8,10.3,8.1,16.8,39
1012710.2021.3.25,5.4,9.5,7.4,0.4,33
1012710.2021.3.26,3.6,11.3,7.5,0.2,36
1012710.2021.3.27,4.4,9.7,7,0,39
1012710.2021.3.28,2.6,9.1,5.9,12.8,75
1012710.2021.3.29,1.9,9.6,5.8,0,
1012710.2021.3.30,1.1,10.1,5.6,0,
1012710.2021.3.31,2.3,12.2,7.3,0,
1012710.2021.4.1,3.6,12.9,8.3,0,
1012710.2021.4.2,5.9,9.8,7.8,0,37
1012710.2021.4.3,6.3,11.8,9,0,34
1012710.2021.4.4,5,10,7.5,0,46
1012710.2021.4.5,1.5,9.3,5.4,0,
1012710.2021.4.6,2.7,10.4,6.5,0,36
1012710.2021.4.7,6.2,8.6,7.4,2.4,46
1012710.2021.4.8,4.1,10,7.1,0,46
1012710.2021.4.9,5.6,7.5,6.5,3.8,44
1012710.2021.4.10,3.3,9.2,6.2,3.2,45
1012710.2021.4.11,0.9,9.9,5.4,0,
1012710.2021.4.12,2.7,13.8,8.3,0,39
1012710.2021.4.13,8.1,16.2,12.1,0,41
1012710.2021.4.14,4.4,15.9,10.2,0,
1012710.2021.4.15,6,16.4,11.2,0,
1012710.2021.4.16,7.2,18.8,13,0,
1012710.2021.4.17,8.1,17.4,12.7,0,
1012710.2021.4.18,8.3,18.9,13.6,0,
1012710.2021.4.19,11.2,16.1,13.6,0,
1012710.2021.4.20,7.2,15.3,11.3,0,
1012710.2021.4.21,7.4,13.3,10.4,0,
1012710.2021.4.22,6.8,14.2,10.5,0,
1012710.2021.4.23,8.4,13.4,10.9,0,36
1012710.2021.4.24,8.1,11.5,9.8,4.2,
1012710.2021.4.25,7.9,10.7,9.3,3.2,
1012710.2021.4.26,8.7,13.8,11.3,0.2,34
1012710.2021.4.27,7.5,14,10.8,0,35
1012710.2021.4.28,9.4,12.6,11,0,
1012710.2021.4.29,9.6,17.2,13.4,0,
1012710.2021.4.30,9.4,16.6,13,3.4,42
1012710.2021.5.1,8.9,13,10.9,0,53
1012710.2021.5.2,8.2,13.2,10.7,0,35
1012710.2021.5.3,8.3,12.2,10.3,0.8,34
1012710.2021.5.4,9.2,14.1,11.7,0,
1012710.2021.5.5,6.8,17.6,12.2,0,
1012710.2021.5.6,9.2,17.2,13.2,0.2,60
1012710.2021.5.7,6.8,12.1,9.5,0.4,49
1012710.2021.5.8,7.9,10.4,9.2,0.2,35
1012710.2021.5.9,8.9,12.7,10.8,0,
1012710.2021.5.10,6.8,16.6,11.7,0,32
1012710.2021.5.11,7.3,17,12.2,0,
1012710.2021.5.12,10.6,16,13.3,0,
1012710.2021.5.13,9.1,15.5,12.3,0,
1012710.2021.5.14,9.5,21.2,15.3,0,33
1012710.2021.5.15,9.6,15.6,12.6,0,
1012710.2021.5.16,10.1,19.9,15,0,35
1012710.2021.5.17,9.8,15,12.4,1.2,40
1012710.2021.5.18,7.9,13.1,10.5,1,57
1012710.2021.5.19,7,13,10,0,
1012710.2021.5.20,6.6,17.5,12,0,
1012710.2021.5.21,8.7,16.8,12.7,0,
1012710.2021.5.22,8.9,17.5,13.2,0,
1012710.2021.5.23,10.7,14.9,12.8,0,44
1012710.2021.5.24,9.9,13.6,11.8,4.8,46
1012710.2021.5.25,11,16.3,13.6,1.6,38
1012710.2021.5.26,10.1,13.1,11.6,0,35
1012710.2021.5.27,10,13.3,11.7,2,50
1012710.2021.5.28,9.9,14.4,12.2,0,43
1012710.2021.5.29,7.9,16.3,12.1,0,
1012710.2021.5.30,10.5,16,13.3,0,
1012710.2021.5.31,11.1,19.4,15.2,0,
1012710.2021.6.1,12.1,22.3,17.2,0,
1012710.2021.6.2,11.6,25.3,18.5,0,46
1012710.2021.6.3,11.2,22,16.6,0,42
1012710.2021.6.4,10.8,17.1,14,0,40
1012710.2021.6.5,10.4,14.1,12.3,2,58
1012710.2021.6.6,9.7,12.3,11,0.4,37
1012710.2021.6.7,6.8,13.8,10.3,0,
1012710.2021.6.8,8,15.2,11.6,0,39
1012710.2021.6.9,10.2,14.4,12.3,0,34
1012710.2021.6.10,9.6,15,12.3,0,
1012710.2021.6.11,11.4,15.5,13.5,1.6,
1012710.2021.6.12,9.7,19.7,14.7,0.6,
1012710.2021.6.13,10.9,14.8,12.8,0.6,
1012710.2021.6.14,10.6,17.3,13.9,0,33
1012710.2021.6.15,10.9,17.9,14.4,0,35
1012710.2021.6.16,11.1,17.1,14.1,0,
1012710.2021.6.17,11.1,19.6,15.4,0,33
1012710.2021.6.18,12.5,18.9,15.7,0,31
1012710.2021.6.19,12.4,22,17.2,0,34
1012710.2021.6.20,11.3,21.5,16.4,0,
1012710.2021.6.21,13,23.5,18.2,0,
1012710.2021.6.22,12,20.6,16.3,0,48
1012710.2021.6.23,12.1,21.4,16.7,0,
1012710.2021.6.24,11.6,19.3,15.4,0,
1012710.2021.6.25,11.9,26,18.9,0,
1012710.2021.6.26,12.8,27.3,20,0,
1012710.2021.6.27,14.5,35.9,25.2,0,
1012710.2021.6.28,15.3,30.7,23,0,
1012710.2021.6.29,14.1,28.1,21.1,0,41
1012710.2021.6.30,14,21.6,17.8,0,45
1012710.2021.7.1,13.1,19.4,16.2,0,37
1012710.2021.7.2,12.8,18.4,15.6,0,
1012710.2021.7.3,12.3,21.2,16.7,0,
1012710.2021.7.4,13,23.4,18.2,0,33
1012710.2021.7.5,13.4,20.7,17,0,
1012710.2021.7.6,13.4,22.1,17.7,0,
1012710.2021.7.7,14.2,20,17.1,0,46
1012710.2021.7.8,12.6,17.8,15.2,0,
1012710.2021.7.9,12.5,20.9,16.7,0,
1012710.2021.7.10,13.6,19.6,16.6,0,34
1012710.2021.7.11,13.5,20.1,16.8,0,
1012710.2021.7.12,13.3,25.1,19.2,0,
1012710.2021.7.13,13.4,22.4,17.9,0,35
1012710.2021.7.14,13.1,19.1,16.1,0,37
1012710.2021.7.15,12.9,18.5,15.7,0,42
1012710.2021.7.16,12.6,18.2,15.4,0,36
1012710.2021.7.17,12.4,19.4,15.9,0,36
1012710.2021.7.18,12.4,18.6,15.5,0,
1012710.2021.7.19,13.1,23.3,18.2,0,41
1012710.2021.7.20,14.3,19.7,17,0,43
1012710.2021.7.21,13.6,19,16.3,0,43
1012710.2021.7.22,13.3,18.4,15.8,0,31
1012710.2021.7.23,12.7,20.1,16.4,0,31
1012710.2021.7.24,13.2,21.8,17.5,0,
1012710.2021.7.25,13.9,25,19.4,0,37
1012710.2021.7.26,13.3,25.4,19.4,0,
1012710.2021.7.27,12,24,18,0,
1012710.2021.7.28,11.6,26.8,19.2,0,
1012710.2021.7.29,12.5,24,18.2,0,
1012710.2021.7.30,12.7,23.9,18.3,0,
1012710.2021.7.31,13.7,21.2,17.5,0,
1012710.2021.8.1,13.9,21.4,17.7,0,
1012710.2021.8.2,13.4,23.7,18.5,0,
1012710.2021.8.3,14.3,27.4,20.8,0,35
1012710.2021.8.4,13.9,25.1,19.5,0,
1012710.2021.8.5,16.4,23.8,20.1,0,62
1012710.2021.8.6,14.9,21.9,18.4,0,43
1012710.2021.8.7,12.8,20.4,16.6,4.6,62
1012710.2021.8.8,14.1,20,17,0.4,42
1012710.2021.8.9,12.8,17,14.9,0,
1012710.2021.8.10,12.6,20.6,16.6,0,
1012710.2021.8.11,13.2,20.7,16.9,0,
1012710.2021.8.12,14.7,26.5,20.6,0,
1012710.2021.8.13,14.7,24.3,19.5,0,
1012710.2021.8.14,13,24.8,18.9,0,33
1012710.2021.8.15,13.3,26.6,20,0,47
1012710.2021.8.16,14.6,20.8,17.7,0,50
1012710.2021.8.17,12.2,20.4,16.3,0,36
1012710.2021.8.18,10,17.4,13.7,0,34
1012710.2021.8.19,11.9,17.5,14.7,0,
1012710.2021.8.20,12.1,15.8,13.9,0,
1012710.2021.8.21,11.6,19,15.3,0,40
1012710.2021.8.22,13.7,17.4,15.6,0,55
1012710.2021.8.23,12.3,16.1,14.2,0,36
1012710.2021.8.24,10.8,19,14.9,0,
1012710.2021.8.25,11.2,21.8,16.5,0,42
1012710.2021.8.26,11.9,18.4,15.2,0,39
1012710.2021.8.27,13.4,18.5,15.9,0.2,42
1012710.2021.8.28,11.4,16.9,14.1,0,
1012710.2021.8.29,11.8,19.6,15.7,0,40
1012710.2021.8.30,12.8,17.1,15,0,49
1012710.2021.8.31,12.4,17.1,14.7,0,38
1012710.2021.9.1,9.1,16,12.6,0,
1012710.2021.9.2,10.5,20.3,15.4,0,
1012710.2021.9.3,10.8,17,13.9,0,
1012710.2021.9.4,12.2,17.7,15,1.4,
1012710.2021.9.5,11.8,17.6,14.7,0.2,
1012710.2021.9.6,10.9,18.1,14.5,0,31
1012710.2021.9.7,12.4,20.1,16.3,0,
1012710.2021.9.8,12.7,21.5,17.1,0.4,39
1012710.2021.9.9,12.2,22.1,17.2,0,
1012710.2021.9.10,14,20.4,17.2,0,49
1012710.2021.9.11,11.7,15.9,13.8,5.6,34
1012710.2021.9.12,11.8,17.7,14.8,1.2,39
1012710.2021.9.13,11.7,15.9,13.8,0,31
1012710.2021.9.14,11,13.6,12.3,2.6,
1012710.2021.9.15,11.2,16.1,13.7,0.2,37
1012710.2021.9.16,8.8,14.5,11.7,0,
1012710.2021.9.17,10.3,16.4,13.4,24,48
1012710.2021.9.18,11.8,14.9,13.4,11.4,34
1012710.2021.9.19,10.9,16.2,13.6,3.4,45
1012710.2021.9.20,10.6,15.9,13.3,0.6,
1012710.2021.9.21,9.5,19.3,14.4,0,
1012710.2021.9.22,11,16.6,13.8,0,
1012710.2021.9.23,10.8,15.7,13.2,0,
1012710.2021.9.24,10.3,18.3,14.3,0,
1012710.2021.9.25,10.7,22,16.4,0,42
1012710.2021.9.26,11.5,16.6,14,21.2,
1012710.2021.9.27,10.9,15.2,13.1,5.4,57
1012710.2021.9.28,10.3,14.6,12.4,3.4,43
1012710.2021.9.29,10.6,14.4,12.5,3.8,
1012710.2021.9.30,10.8,14.3,12.5,10.8,
1012710.2021.10.1,7.2,13.8,10.5,0.2,
1012710.2021.10.2,9.4,12.9,11.2,0.2,
1012710.2021.10.3,9.7,15.2,12.5,0.6,
1012710.2021.10.4,6.8,11.6,9.2,0,
1012710.2021.10.5,7.9,14.2,11,1.2,64
1012710.2021.10.6,7.5,12.2,9.8,2.2,
1012710.2021.10.7,5.6,10.3,8,0.2,
1012710.2021.10.8,7.1,12.8,10,0,
1012710.2021.10.9,6.4,10.8,8.6,4.6,
1012710.2021.10.10,7.8,12.4,10.1,0.2,50
1012710.2021.10.11,4.5,11.8,8.1,0,
1012710.2021.10.12,3.8,9.8,6.8,0.4,
1012710.2021.10.13,6.6,10.2,8.4,1,
1012710.2021.10.14,8.5,10.9,9.7,2.4,
1012710.2021.10.15,9.8,12.3,11.1,9.2,
1012710.2021.10.16,10.8,14.2,12.5,2.4,
1012710.2021.10.17,9.6,12.7,11.1,2.4,
1012710.2021.10.18,6.3,11.3,8.8,0,
1012710.2021.10.19,6.5,12.4,9.5,0,
1012710.2021.10.20,9.6,12.9,11.3,0.6,
1012710.2021.10.21,10.4,18.3,14.3,1.2,48
1012710.2021.10.22,9.8,13.5,11.6,2.2,
1012710.2021.10.23,8.8,13.3,11.1,0,
1012710.2021.10.24,10.4,13.1,11.7,0.8,42
1012710.2021.10.25,10.2,12,11.1,10.8,36
1012710.2021.10.26,8.6,12.9,10.8,3.8,61
